date,time,username,tweet,Compound_Score,Sentiments
19/12/2022,17:12:00,lensartv,said ferdy sambo bharada richard eliezer revealed the trial suspected of planning to kill nofriansyah yosua hutabarat brigadier j just the land of south jakarta Monday afternoon ferdysambo bharadae richardeliezer brigadirj yosuahutabarat,-0.765,Negatif
20/12/2022,12:37:07,bogor tribune,Duren Brigadier J's WhatsApp group said he was killed by Ricky Rizal's team leaking the contents of the chat,-0.6705,Negatif
19/12/2022,16:24:01,catra_com,whatsapp sambo bharada e after the shooting,0.0,Netral
30/01/2023,6:39:16,sweetiemeshie,so cute,0.5095,Positif
29/01/2023,20:34:19,bathed bull,"So cute, don't comment on Sambo Mobile Brigade, Depok",0.5095,Positif
30/01/2023,6:44:45,therealrocketpc,cal,0.0,Netral
30/01/2023,6:05:00,sellkpopdata,calling all sijeuni snack pc murce let's just snack admin hobbies drop snacks also country loh wl search here let's join surabaya semarang link rep cont,0.0258,Positif
18/01/2023,17:57:34,gamalingg,"Many candidates feel the pain of losing Rip Brigadier J's son, he is great at following up to the point where he has sued the prosecutor",-0.2023,Negatif
16/12/2022,15:31:22,ankiim_,"it's awkward, Ferdy Sambo, the reunion of former members of the Brigadier J's trial, I have to antem Ae Ben Bonyok",-0.1531,Negatif
28/01/2023,22:57:09,sambo900 sambo,beautiful,0.5994,Positif
19/01/2023,13:01:11,jamfaracct,canva full warranty promo price wa bio yes cipung depok gen z mbah nun the lastmanstanding nisya ahmad richard eliezer sambo haechan lee thank you bharada e firaun plat b jakartastinbinday let's preach Islam kaffah,0.6369,Positif
18/01/2023,16:38:05,usernotfoundxzz,"I'm tired of participating in the Brigadier's trial, but in the end it still doesn't make sense",-0.2382,Negatif
26/12/2022,14:43:08,convomfs,"I'm tired of the judge, if the case is like a brigadier, if the witness really has broken off the judge's hand is really heavy",-0.1477,Negatif
28/01/2023,12:07:04,d54714,Are you tired of listening?,-0.4404,Negatif
18/01/2023,18:32:48,And the fluff,"I'm really tired of seeing Konoha's state law as the main source of legal problems in prison, but Bharada E, who is a justice collaborator, the law doesn't make sense, the prosecutor",0.191,Positif
18/01/2023,19:09:40,Nagoya,so tired bharada e raffi ahmad tramadol playstore jasuke indomilkxblackpink cuk nan the heirs mute balada roy the prosecutor kim seokjin pc gen z,-0.4927,Negatif
18/01/2023,17:35:12,the dumb one,"I'm tired of mothers, Absurrb Koprol Bharada e",-0.4404,Negatif
30/01/2023,4:10:13,By peers,presidential candidate hiding with rebak ferdy sambo presidential candidate supports ferdy sambo presidential candidate not disturbing ferdy sambo presidential candidate,0.4592,Positif
18/01/2023,18:57:20,tokopedialink,Women's cardigan Angel crop Cardygan knitted crop top cardy korean check tokped,0.2023,Positif
16/01/2023,17:42:43,rosandra ducky,look for a pile of money ferdy sambo says bharada e ricky rizal strong maruf,0.5106,Positif
30/01/2023,6:56:59,wreck cookie,looking for taehyung's girlfriend bro,0.0,Netral
18/01/2023,21:07:05,darenboys23,Case ga Buka Bharada A.M,0.0,Netral
28/01/2023,11:46:49,nickname_uray,"the case is exactly the same as the sambo that appears, witness Richard Elizer's key",0.0,Netral
14/12/2022,20:21:58,stand medan,write me down princess candrawathi got angry sambo libat brigadier j,-0.5106,Negatif
29/01/2023,6:04:22,we came,"noted General Ferdi Sambo, who burned the Attorney General's hand",0.4939,Positif
04/01/2023,16:21:05,tvonenews,make a special note of the bharada camp and check the odd saguling durian scene,0.1027,Positif
04/01/2023,16:12:08,virtuous,record bharada e judges camp inspect ferdy sambo's house location of shooting brigadier j,0.0,Netral
09/12/2022,8:23:08,cracklingclack,cb taking care of it at the brigadier's jury trial doesn't finish it doesn't finish but it's really sad to let foreign doctors practice getting off the ship making tents you know my comment,-0.5407,Negatif
28/01/2023,10:06:16,abadaknya_0,"CC, it's a pity that people live so they think they hit a retired police officer again",-0.296,Negatif
29/01/2023,11:12:35,dmzleader,cc sambo,0.0,Netral
28/01/2023,13:35:28,wardaniagung,cctv bawa sambo bwang,0.0,Netral
20/12/2022,13:03:16,tvonenews,CCTV Brigadier J died turning South Jakarta Police suspect Ferdy Sambo plans for the Saguling House,-0.7003,Negatif
04/01/2023,5:34:30,wibison36199608,cctv edit the results of sorting mem aja proud boss proof you handed over the trial it's just the evidence because it's irrelevant to appeal with evidence from bharada e regarding a pc handing over an iphone,0.4767,Positif
20/12/2022,13:01:03,vivacoid,cctv ferdy sambo wearing gloves killed brigadier j,-0.6705,Negatif
21/12/2022,19:23:30,17,CCTV Gera Brigadier J Magelang Jakarta kills,-0.5423,Negatif
28/01/2023,5:02:38,copspath,CCTV com tcp alum brigadier j aja deilongin sm bong dasakam kaliya,0.0,Netral
17/12/2022,19:20:11,metro_tv,"Duren complex cctv highlights image capture road Brigadier J, natural command of the head of the internal safe bureau Karo paminal POLRI ecek CCTV TKP Ferdysambo Brigadier J",0.6597,Positif
05/01/2023,14:33:46,repellation,CCTV Attorney Bharada E was confused about the indictment and admitted that he did not see Ferdy Sambo's execution of Brigadier J,-0.2263,Negatif
20/12/2022,19:08:49,alertonline,cctv see ricky rizal bharada e suspected ferdy sambo's order to kill brigadier j,-0.765,Negatif
28/01/2023,23:05:04,Omar_syadat770,cctv location being a ui child who died due to an accident how come the people who are already living think sj retired akbp is arrogant imitating sambo's behavior,-0.872,Negatif
13/12/2022,9:28:15,sulistyanap,CCTV is proof that Brigadier J is wrong,-0.4767,Negatif
20/12/2022,17:12:23,tribunnews,"CCTV at Ferdy's house, Sambo plays the trial show, sees lies, Bharada e",-0.2023,Negatif
08/12/2022,13:56:05,tvonenews,cctv damaged house kill brigadier j ferdy sambo I'm lucky,-0.7003,Negatif
20/12/2022,14:21:07,withcom_id,the cctv of the saguling house appears bharada e bring the barrel,0.0,Netral
22/12/2022,11:46:03,noerakmal_,cctv sarolling the floor so the floor is bharada e romer said if fs wear floor gloves,0.0,Netral
21/12/2022,13:47:03,terkindots,cctv sambo wear gloves response event bharada e attorney bharada e ronny talapessy respond to cctv record ferdy sambo wear,0.0,Netral
17/12/2022,9:35:06,the people's mind,"CCTV pointed to Brigadier J alive, Ferdy Sambo, thought the scenario failed",-0.1779,Negatif
29/01/2023,7:54:45,aull_udell,"the cctv is not sambo, kanjuruan, etc., how about the chronology of the silent version, if you suspect that it is a failure",-0.6705,Negatif
12/12/2022,12:36:41,posbakumpranaja,"the judge, Putri Candrawathi, refused to open the nominal money instead of sending Brigadier J",-0.296,Negatif
07/12/2022,21:21:23,cnnindonesia,"the judge asked, shooting the body of Brigadier J Sambo",0.0,Netral
23/12/2022,13:29:34,tvonenews,cecar initiative chuck Putranto dvr cctv irfan widyanto ooj dead brigadier j judge brother honest,-0.25,Negatif
29/01/2023,5:46:19,gultom yansen,the story is a convoluted splint august september august try to show proof of payment or not the narrative is like the story of sambo cs,0.3612,Positif
08/12/2022,7:45:57,withcom_id,prevent cell communication ricky rizal strong ma ruf separate,0.5267,Positif
05/01/2023,18:46:23,nflhxxx,check belia hanasui serum cushion g foundation flawless natural dewy finish perfect coverage bpom got shopee,0.8591,Positif
25/01/2023,18:59:05,bobywattimury,"check the facts about the bharada e event, right? CCTV evidence, Ferdy Sambo, bribed the prosecutor",0.0,Netral
27/01/2023,10:32:33,the people's mind,"Check the facts, Bharada E is free from the Jokowi law, see the facts, see the information fact check, Edar Bharada E is free from the law from Jokowi's prison",0.5106,Positif
03/01/2023,18:20:34,the people's mind,check the facts of bharada e free news conditions end of christmas netizens bow in gratitude,0.765,Positif
22/01/2023,15:50:01,suaradotcom,Fact Check Ferdy Sambo was surprised that Brigadier J's father was released from Bharada E prison,-0.34,Negatif
02/01/2023,16:18:34,vivacoid,"check the facts of the video hoax, Ferdy Sambo, accepts breaking up, judge threatens to kill Bharada e",-0.7964,Negatif
27/12/2022,14:32:03,vivacoid,"Check the facts, Brigadier J's parents give up killing the child",-0.6597,Negatif
27/12/2022,10:00:02,republic_3,"Check the facts, Brigadier J's parents give up, Brigadierj Ferdysambo check the facts",0.0,Netral
09/12/2022,18:14:11,I'm dating,fact check richard eliezer acquitted of killing brigadier j,-0.5267,Negatif
18/01/2023,19:48:30,pandu030,check click rates,0.0,Netral
05/01/2023,17:55:14,lucky_bastarddx,check your t-shirt,0.0,Netral
28/01/2023,16:43:36,parlinburman84,"check the roosting gram coffee, try the cafe market that works neon box neon flex letters embossed sambo while drinking coffee cc",0.0,Netral
05/01/2023,11:58:42,detikcom,"check the location of the execution of Yosua, the judge, the prosecutor, check the location of the execution, Brigadier Joshua, Ferdy Sambo's official house, the wrong location, check the stairwell, the location of the shooting, Yosua's execution",-0.4767,Negatif
20/01/2023,7:59:24,single padma,check nf flat shoes sling back ballerina fashion import price rp get shopee trend bharada e cipung telomoyo jih theinterestofloveep,0.0,Netral
18/01/2023,17:32:13,Zamandzl some line,check prabowo he belongs to prabowo's facial wrinkles subianto prabowo unite the country cooperation cuk nan gen z daddies bharada e richard eliezer pc the heirs of the Attorney,0.0,Netral
20/01/2023,7:58:37,single padma,check women's shoes docmart shoes women import wedges cm women shoes import premium quality price rp can shop trend bharada e cipung jih telomoyo theinterestofloveep,0.0,Netral
04/01/2023,16:04:14,idntimes,"check the crime scene, bharada e indictment, saw Joshua shoot",-0.7096,Negatif
04/01/2023,14:43:38,businesscom,check the crime scene kill brigadier j judge cs house ferdy sambo,-0.8481,Negatif
06/01/2023,5:38:56,apin_shopp,premium short cargo pants black army mocca navy gray cream size,0.0,Netral
28/01/2023,10:27:21,falihlatif,"wild boar, wild boar, wet, wet, smoking",0.0,Netral
26/12/2022,14:11:38,breaking news,anxious bharada e calm accompanying lpsk,0.0772,Positif
18/01/2023,18:06:40,tomat1505,cemunguudd bharada is free and honest,0.765,Positif
05/01/2023,15:09:18,serambinews,"Hurry, Bharada Eliezer immediately hugs Mrs. Chair and continues the trial",0.4939,Positif
29/01/2023,16:24:41,tandi_gau,"quickly, if the value is disbanded, there is proof of sambo, shi, work, work, work, complnas, just eat people's money, please, the president, disband the institution, fortunately, just say shii",0.5719,Positif
09/12/2022,19:27:08,soloposdotcom,"Ferdy said openly, I shot Brigadier Joshua in the back",0.0,Netral
09/12/2022,13:46:35,wally,"Ferdy said openly, I shot Brigadier Joshua in the back with a gun",-0.34,Negatif
09/12/2022,23:34:24,daters,intelligent prosecutor ferdy sambo i shot brigadier j forced back,0.0,Netral
25/01/2023,16:25:29,stand medan,Cherry Bharada E Just unload the evil pandora's box sambo,-0.6597,Negatif
25/01/2023,10:03:27,alertonline,cherry hope bharada e just,0.4404,Positif
27/01/2023,10:35:03,alertonline,Cherry wonders the legal advice the indictment kills Brigadier J term verkapte vrijspraak,-0.4588,Negatif
26/01/2023,9:08:51,news_wanheart,Cherry is worried that prosecutor Bharada E will make the indictment afraid of justice collaborators,0.296,Positif
26/01/2023,10:12:47,dndtirated,Cherry is worried about suing JPU Bharada E making the indictment afraid Justice collaborator Jokowi morning and afternoon love handshake dreams cloves pupr ciliwung bang messi intel moana promise joni dim jokowibikintekor aniespresiden,0.8519,Positif
19/12/2022,17:38:22,amp_stories,"the story of the inafis expert came to the shooting location of brigadier j, the sambo durian house, the tkp was damaged, compass tv",-0.4404,Negatif
09/11/2022,17:28:35,detiksulsel,story of adjutant ferdy sambo strong expression ma ruf bripka ricky rizal shoots brigadier josua,0.5106,Positif
13/12/2022,16:07:14,posbakumpranaja,story bharada e brigadier j raised princess candrawathi's hand immediately brushed it off,0.4939,Positif
13/12/2022,14:37:38,the people's mind,story bharada e brigadier j helped raise princess candrawathi sofa,0.0,Netral
05/01/2023,16:56:22,beritalink_com,bharada e second story kills brigadier joshua,-0.5423,Negatif
25/01/2023,21:39:13,tajukflorescom,"the story of bharada e juang, a police officer, a tragic hotel driver who knows Sambo",-0.4588,Negatif
12/12/2022,16:33:53,breaking news,story for brigadier j Putri sambo won,0.5719,Positif
14/01/2023,6:11:07,kompastv,"Chuck's story was disappointed, Ferdy Sambo lied about shooting Brigadier J",-0.6908,Negatif
15/12/2022,19:40:03,amp_stories,"Chuck's story is angry, Ferdy Sambo colong Bareskrim, if the crime scene shoots Brigadier J",-0.7783,Negatif
13/12/2022,13:05:36,tvonenews,"the story of Brigadier J's execution of the knee, you shoot",-0.34,Negatif
10/01/2023,17:37:24,amp_stories,the story of the shooting of Brigadier Yosua Hutabarat version of Ferdy Sambo Tribun Jambi,0.0,Netral
05/01/2023,11:54:04,kompastv,Eliezer's story orders Ferdy Sambo to kill Brigadier Joshua to love a child to death,-0.6597,Negatif
23/12/2022,18:36:29,amp_stories,Ferdy Sambo's story sets the scenario for the murder of Brigadier J to threaten the East Tribune with life imprisonment,-0.8074,Negatif
07/12/2022,16:29:25,fathranazrul,Ferdy Sambo's story knows Brigadier J's adjutant,0.0,Netral
07/12/2022,16:20:03,jpnncom,Ferdy Sambo's story knows Brigadier J's adjutant Ferdysambo,0.0,Netral
07/12/2022,19:41:21,amp_stories,story ferdy sambo moment shot brigadier j claim plan,0.0,Netral
24/01/2023,17:14:11,vivacoid,Ferdy Sambo's story is hopeless when he accuses Brigadier J of being an LGBT drug dealer,-0.6597,Negatif
13/12/2022,2:49:08,yoga tribune,"Brigadier J's photo story ironing Ferdy's children's clothes, Sambo Putri Candrawathi",0.0,Netral
27/01/2023,11:31:40,monitoring,the story of bharada e dismantling the cunning scenario of sambo mahfud md prayer of light law,0.0,Netral
24/01/2023,12:07:10,vivacoid,strong story maruf brigadier j school fees for children,0.5106,Positif
17/12/2022,10:22:25,detikcom,"The story of Steps to Wake up, Sambo scenario, Joshua, was killed by shooting at the wall, Bharada Richard Eliezer scenario",-0.6705,Negatif
11/01/2023,14:06:17,bogor tribune,the story of lecheh magelang princess candrawathi I'm brigadier j beg your pardon,0.3182,Positif
18/01/2023,20:57:24,benjams,the story of prophet yusuf who invited zulaikha's wife to commit adultery yes reject slander other prophet yusuf jeblos prison qithfir husband zulaikha brigadier j finished fs husband pc,-0.2732,Negatif
12/12/2022,21:54:39,Shigekata aku,story of princess candrawathi brigadier j ironing children's clothes,0.0,Netral
20/01/2023,6:38:40,arissusant17,story of rem cipung bharada e virgo zodiac forecast,0.0,Netral
19/01/2023,4:20:57,everyone_care,"The story of the plan to kill Fadil, journalist Wednesday, Fadil, the prosecutor, Putri Candrawathi, is strong, Ma Ruf Ricky Rizal, what is the shooting location for?",-0.34,Negatif
05/12/2022,18:18:07,soloposdotcom,Ricky Rizal's story saw that Ma Ruf was strong with a knife chasing Brigadier Joshua,0.5106,Positif
15/12/2022,19:19:02,rawls19karen,story of ricky rizal sandals brigadier j chat about magic wipes attitude changes drastically,0.0,Netral
28/01/2023,16:15:47,sarwonobs,the story behind the retired police already thought that sambo would say hello to precision,0.0,Netral
24/01/2023,9:57:20,bitungkejari,careful news related to prosecution Ferdy Sambo indictment Putri Candrawathi indictment strong ma ruf indictment Ricky Rizal Wibowo indictment richard eliezer pudihang lumiu mass media upload social media,0.1779,Positif
22/01/2023,16:32:50,kn_kotamadiun,careful news hook sue Ferdy Sambo indictment Putri Candrawathi indictment Strong Ma Ruf indictment Ricky Rizal Wibowo indictment Richard Eliezer Pudihang Lumiu Mass media upload social media opinion different views,0.5994,Positif
29/01/2023,18:34:27,mcrafiz,careful JPU less sued bharada e part law,0.1531,Positif
19/01/2023,20:47:15,Will be released,"the careful plan to kill Brigadier J is sadistic for the public, the value of Sambo deserves a death sentence.",-0.743,Negatif
16/01/2023,19:17:10,ummai,"aesthetic mirror room, give recommendations, just check the thread, click the link, dustin walan guritno, brigadier j pt gni, ricky rizal Putri, sinta day party, matchmaking, bring dyodayparty, cak nun uncle hans",0.4019,Positif
16/01/2023,16:47:52,dream_van_arte,"the mirror of Indonesian law in front of the tv, the prosecutor was angry with the indictment, said he lied, etc. Well, when he sued for the strong article, Maruf Ricky Rizal demanded that he be imprisoned, Sambo Putrichandrawati, he demanded that he not get the maximum prank, guys",-0.743,Negatif
29/01/2023,7:09:41,fadlilahakunke2,the sambo mirror still gets hot in the eyes but doesn't seem to have a deterrent effect,0.0,Netral
29/01/2023,1:12:40,fredsmbeh,Chetan Yuk,0.0,Netral
29/01/2023,14:20:45,confused,"chen jia for now, all that's left is to upgrade the olympic medal complete with the all time ge gu collection near tian zhao",0.4767,Positif
15/12/2022,21:48:02,Eratotime,Chuck was present as a witness at the trial for the indictment of Obstruction of Justice in the death of Brigadier J Hendra Kurniawan,-0.128,Negatif
12/01/2023,22:39:17,agents,Chuck Hendra suspects that the whatsapp of Brigadier J's daughter is wrong,-0.6705,Negatif
15/12/2022,10:48:44,Eratotime,chuck irfan indicted for obstruction of justice dead brigadier j,-0.2263,Negatif
16/12/2022,14:40:43,merdekadotcom,"Chuck is surprised to see Brigadier J's CCTV live, Princess Candrawathi",0.2263,Positif
13/01/2023,6:22:34,kompastv,"Chuck, Hendra Kurniawan, is suspicious of Putri Candrawathi's WhatsApp message, sister of Brigadier J",-0.3612,Negatif
23/12/2022,14:54:01,catra_com,chuck conditions brigadier j home ferdy sambo,0.0,Netral
12/01/2023,13:34:02,with a compass,chuck the special value of brigadier j's daughter message contents wa princess j's younger sister rotates bhayangkara hut,0.6249,Positif
12/01/2023,12:53:32,time dotco,Chuck Putranto I Read Conversation Wa Putri Candrawathi Brigadier J,0.0,Netral
23/12/2022,13:01:12,time dotco,Chuck Putranto I dare Ferdy Sambo Kali Brigadier J's corpse is lying,-0.7964,Negatif
13/01/2023,12:30:00,kompastv,Chuck Putranto I dare Ferdy Sambo shoot Brigadier Joshua Aju Chuck it's odd to record CCTV,-0.5719,Negatif
13/01/2023,19:59:35,cnniddaily,chuckputranto i ferdy sambo shoot brigadier yosua chuck present witness crown indictment arif rahman arifin,-0.34,Negatif
12/01/2023,18:47:53,beritakanid_com,chuck Putranto I saw the contents of the message wa Putri Brigadier J's contents,0.0,Netral
12/01/2023,20:19:19,dndtirated,chuck Putranto I see the contents of the message wa Putri Brigadier J contains Mega Biawak PDIP Burger Kairi Fajri Daddies vs Missuniverse Indonesia Jokowibikintekor AniesPresiden,0.0,Netral
12/01/2023,13:41:14,inewsdotid,chuck Putranto I saw the contents of the message wa Putri Candrawathi Brigadier J,0.0,Netral
14/01/2023,11:21:58,nesiatimescom,"Chuck Putranto unloads WhatsApp chat of Putri Candrawathi, Brigadier J, full of suspicions",-0.3612,Negatif
15/01/2023,18:20:14,Sumbar fortress,"Chuck Putranto dismantled Princess Candrawathi's contact, Brigadier J, who spoke on WhatsApp",0.0,Netral
12/01/2023,14:08:03,vivacoid,Chuck Putranto unloads wa Putri Candrawathi Brigadier J,0.0,Netral
24/12/2022,9:33:59,repellation,Chuck Putranto Capable General Hari Mati Brigadier J,0.3818,Positif
24/12/2022,4:58:03,jpnncom,"Chuck Putranto says General Hari Mati, Brigadier J, Brigadier J",0.0,Netral
16/12/2022,15:01:00,kompastv,chuck Putranto indictment Ferdy Sambo angry Bareskrim POLRI conduct crime scene durian died Brigadier Yosua Sambo angry processing crime scene durian permission,-0.9531,Negatif
16/12/2022,9:24:34,kompastv,chuck Putranto fill in DVR CCTV Duren Shoot Brigadier Yosua fill record watch Baiquni Wibowo Arif Rachman Ridwan Soplanit,-0.34,Negatif
13/01/2023,11:31:32,RedWarners4449953,"Chuck Putranto fills Putri Candrawathi's WhatsApp, Brigadier J, shoots",0.0,Netral
23/12/2022,16:00:54,detikcom,Chuck Putranto can't stop crying against Ferdy Sambo in the courtroom sobbing Chuck Sambo dragging the barrier Sidi kills Brigadier Yosua said Chuck Putranto,-0.4867,Negatif
12/01/2023,17:30:30,poskotanetwork,chuck Putranto see chat Putri Candrawathi Brigadier J Fill in the chat Putri Candrawathi Ferdysambo Poskota Brigadierj,0.0,Netral
12/01/2023,14:22:01,catra_com,Chuck Putranto see the contents of the whatsapp of Brigadier J's daughter,0.0,Netral
27/01/2023,12:09:15,with a compass,"Chuck Putranto judged the prosecutor to have legal evidence to convince him that he was wrong, obstruction of justice, to kill Brigadier J",-0.4404,Negatif
13/01/2023,10:50:53,forumterkini,"Chuck Putranto's fishing rod, Ferdy Sambo, the story of the incident that killed Brigadier J, the official residence of the Duren Police Complex, South Jakarta Friday, the latest forum, accurate news, presenting information on Chuckputranto Ferdysambo",-0.6705,Negatif
12/01/2023,15:03:19,detikcom,"Chuck Putranto examines the witness in the Obstruction of Justice case indicts Arif Rahman Arifin, hooks shot, Brigadier Yosua Hutabarat, Chuck I hooked Sambo, shot Yosua",0.5267,Positif
23/12/2022,16:30:04,mediaindonesia,Chuck Putranto was wrongly charged with Obstruction of Justice by Hand of Killing Brigadier J. Present as a witness at the South Jakarta District Court Friday,0.1027,Positif
14/01/2023,14:42:25,ambassador,"Chuck Putranto, Sambo finished, Yosua was told the contents of the minutes of checking BAP, Richard Eliezer Bharada E, led the wrong way for the National Police",-0.4767,Negatif
27/01/2023,12:38:21,most1058,"Chuck Putranto demands prison law, former Korspri attorney, Ferdy Sambo Libat, CCTV Deer Halang Sidi kills Brigadier N Yosua Hutabarat most update",-0.7783,Negatif
27/01/2023,12:27:38,detikcom,"Chuck Putranto sues law enforcement regarding CCTV involvement in deer, blocking Sidi from killing Brigadier Joshua",-0.7906,Negatif
27/01/2023,14:01:14,forumterkini,Chuck Putranto demands prison because Sidi's obstacle killed Brigadier J,-0.8834,Negatif
27/01/2023,13:29:34,21beritaterkini,Chuck Putranto demands brigadier j,0.0,Netral
27/01/2023,16:15:00,poskotanetwork,chuckputranto sues prison alleging obstructed sidi obstruction of justice killed brigadier j chuckputranto poskota brigadirj obstructionofjustice,-0.6597,Negatif
12/01/2023,15:05:13,daily compass,chuck sambo general shoot ejection chuck record camera monitoring brigadier j nofriansyah yosua live sambo,-0.34,Negatif
29/01/2023,9:16:32,doritulya,I'm sick wahaboy,-0.5106,Negatif
28/01/2023,9:57:29,doritulya,cieee nebeng Muhammadiyah,0.0,Netral
28/01/2023,21:20:30,outfit4,ciiieeee ciiiee envelope mask si ferdy sambo camera lie proof dirty play upright dirty law savage prosecutor judge vice god earth,-0.6486,Negatif
30/01/2023,6:04:50,yellowfoxy_,"the ring is the same, don't you listen to the people who told me to choose a Cherry PC, take the pattern, I'm sorry",-0.0772,Negatif
14/12/2022,11:03:58,Bismber,child love sometimes love is holy child angel child bharada e kills kills brigadier friend j pays for abomination,0.6808,Positif
26/01/2023,12:45:50,the dumb one,"true love, bharada e, happy, happy, how can I make my mother willing to cooperate brutally in a handsome court, hiii I'm so scared",0.8708,Positif
18/12/2022,21:14:11,gocap_it,love shoots down princess candrawathi suspects brigadier j,0.4215,Positif
21/12/2022,19:21:42,mjsitanggang,love shoots down princess candrawathi suspects brigadier j has a crush,0.296,Positif
20/01/2023,6:37:53,arissusant17,cipung bharada e story rem horoscope for zodiac sign capricorn,0.0,Netral
20/01/2023,7:41:18,schmett77,cipung hoshixamiparis telomoyo bharada e nd seoul music awards nctdream sma daesang congrats dreamies,0.7506,Positif
16/01/2023,17:11:19,topfree88,circle women's characteristics belonging to libido infoterkini princess candrawathi strong ma ruf brigadier j redflag,0.5106,Positif
29/01/2023,12:26:02,yat_ho168,the image of the law put our eyes on the world of law and sambo,0.0,Netral
29/01/2023,17:37:19,mcdonayyy,the image of the police is good after the sambo tragedy if only the bad news is the members of the institution,-0.7184,Negatif
29/01/2023,23:55:46,Equoli 01838089,the dilapidated police image is embarrassing since sambo the level of people's trust has dropped,0.1779,Positif
29/01/2023,22:25:32,rharrys,bad police image sambo collapse haughty heart wall falter border lonely cold,-0.6124,Negatif
30/01/2023,6:02:50,can justify,"the image of the police is tied to police officers, the police should act quickly and fire them if they don't sambo volume pa",-0.34,Negatif
20/12/2022,11:06:45,brother prabu007,clear fs proof of intimidation bharada e proof of whatsapp message already opened eyes bharada e lied slander presumably escaped the law lied the real single shot,-0.6597,Negatif
31/12/2022,11:00:30,cnnindonesia,"cnnindonesia summarizes brigadier j's plan to kill, kills Cibubur, read the full kaleidoscope",-0.8481,Negatif
29/12/2022,6:56:31,sistiawanto,try bharada e event,0.0,Netral
03/01/2023,15:04:09,fitrisa,"just try brother febri in bharada's position and give advice, bro, fs said",0.0,Netral
30/01/2023,3:06:13,danikusdiana1,try the victim's child already aji mungpung sambo halal world turn around hey pa people's police,0.0,Netral
12/12/2022,22:38:34,rap moon,"Try Brigadier J, really escort those who watch Uya Kuya's podcast, which really brakes the judges and crazy scenarios",-0.34,Negatif
20/12/2022,16:39:05,Ewaulia 1994,Try checking Brigadier J's cellphone so you know,0.0,Netral
28/01/2023,18:50:46,Anavarmulyana,try to remember sambo,0.0,Netral
28/01/2023,14:00:20,zuki2611,"Try Eliezer to be honest, Sambo Kroco, relax, wild outside, intervene",0.7351,Positif
29/01/2023,15:55:29,the holidperma,try to call fs rr bharada e same as able to shoot bharada e refuse rr reject,-0.743,Negatif
12/12/2022,21:16:18,speed_tejo,try to remember Mrs. the shrewd daughter slammed brigadier j rizky billar,0.0,Netral
18/01/2023,17:35:32,florafauna07,try to give the people of Indo a base PC cs th bharada e typo yes JPU read it wrong,-0.1027,Negatif
18/01/2023,18:55:38,dwikyenggar,try if bharada e doesn't open up a scenario of upholding the law difficult hands to be honest,0.2023,Positif
28/01/2023,22:24:03,myfriendtour,"try to correct it brightly, from when Yosua reported it was odd with Alm but it was still dark because Bharada Eliezer still joined the Axis Scebario after Eliezer opened his voice honestly so it became a bright autumn star",0.8381,Positif
28/01/2023,16:06:28,renebaeli,Try to imagine if you are sambo,0.0,Netral
30/12/2022,11:18:39,leonitahope,just try martin bharada richard eliezer kill yosua richard,-0.6908,Negatif
28/01/2023,16:48:03,_Devaji,"Try this, the stupid people just don't care, okay?",-0.7713,Negatif
06/01/2023,6:54:48,said,"look at the cctv or not, fs's right hand got down, Duren's car fell, brigadier j's hs gun, made a bad scenario, fs cook told bharada e to kill brigj, fs badminton depok",-0.9221,Negatif
19/12/2022,19:56:44,knee_cacing,try the brigadier's parents don't comment on the price of the victim,-0.2732,Negatif
15/01/2023,19:45:37,skyijee,"try the brigadier's brain, if my brother's stomach is a gojek who doesn't know how to answer, I'm afraid to go down the road",0.0,Netral
19/01/2023,21:07:22,Tsu_basha,try to check the prosecutor's account too much trust in their mouths human beings humanity what about their families who killed like brigadier j they demand to say sewage like,0.3182,Positif
04/01/2023,22:59:28,Ewaulia 1994,try to check the cell phone of the late Brigadier J so that the victim can be brought back to justice,0.2585,Positif
19/01/2023,19:33:26,picture dzeki,try the bharada position e may faint before shooting,0.0,Netral
02/01/2023,19:39:24,Hegiadi,try to tag bharada e's attorney account,0.0,Netral
18/01/2023,16:18:47,rmond_n,"try to re-watch the trial when it is clear that the expert is light, perspective, pay attention, bharada e shoot defend or bharada e, add the wrong context",-0.5106,Negatif
18/01/2023,18:54:50,sniplymyid,ceramic mortar viral bharada indiaopen e daddies tramadol prosecutor ballad roy misses the heirs first love pc newwiee gen z cuk nan buah kim seokjin judge pink b jasuke physically down,0.5106,Positif
18/01/2023,20:02:50,sniplymyid,ceramic mortar viral raffi ahmad playstore bharada e daddies tramadol attorney ballad si roy mute the heirs pc gen z cuk nan gus judge gus muhaimin earphones jasuke physical bloomsari,0.0,Netral
29/01/2023,9:51:52,Sir is licensed,perfect for sambo events,0.5719,Positif
03/11/2022,7:53:07,chirping_magpie,coek jancoek jancoek indicted strong ma ruf ricky rizal wibowo alias bripka rr against the family of brigadier j who was present as a witness at the trial of the state fair trial prosecutor click see content,0.6808,Positif
29/01/2023,21:41:56,hellodeka,stupid dog,-0.5267,Negatif
27/01/2023,0:26:58,follower_ulama,chocolate chocolate from you Brigadier J who died but thought,-0.3182,Negatif
18/01/2023,18:20:14,shopeebtr,collaskin collagen skin care,0.4939,Positif
18/01/2023,18:26:36,shopeebtr,collaskin collagen skin care collagen tea dip package,0.4939,Positif
